url,datetime,text,tweet_id,username,retweet_count,like_count
https://twitter.com/DavidMillett/status/1639269874680709121,2023-03-24 22:16:08+08:00,"Greate article on over population in the New Scientist

https://t.co/Qjf9NqBkUZ

@elonmusk",1639269874680709121,DavidMillett,0,0
https://twitter.com/Sevenof95/status/1639274766207950854,2023-03-24 22:35:35+08:00,"@Teslaconomics @elonmusk Ignorance is bliss,
or
Living a lie would be more accurate",1639274766207950854,Sevenof95,0,0
https://twitter.com/Markcalladine1/status/1639260835561209859,2023-03-24 21:40:13+08:00,@elonmusk The baby is upset he didn't own it first,1639260835561209859,Markcalladine1,0,0
https://twitter.com/unnikrishna/status/1639259302148939778,2023-03-24 21:34:08+08:00,@deepakravindran Blue for all. Socialism! but pay for it 👆🏿😊 @elonmusk,1639259302148939778,unnikrishna,0,4
https://twitter.com/DaleJohnson772/status/1639274481624416256,2023-03-24 22:34:27+08:00,@elonmusk Damn I wasn't born with an Emerald mine guess I will go with a checkmark As I have since 2009.,1639274481624416256,DaleJohnson772,0,0
https://twitter.com/Ripleydog73/status/1639286163033686016,2023-03-24 23:20:52+08:00,"@Michaelc2481 I get this all the time, I thought @elonmusk had sorted it out!",1639286163033686016,Ripleydog73,0,0
https://twitter.com/netmobz/status/1639260040241508354,2023-03-24 21:37:04+08:00,"https://t.co/vdDsK4g94l - Sources: Elon Musk proposed taking control of OpenAI in 2018 but Sam Altman and other founders rejected the offer, leading Musk to walk away from the company (Reed Albergotti/Semafor) #tech #mobile",1639260040241508354,netmobz,0,0
https://twitter.com/LowkeyLokiRedux/status/1639264884545183747,2023-03-24 21:56:19+08:00,@elonmusk Who needs hopium when we have @brave on @ChromiumDev,1639264884545183747,LowkeyLokiRedux,0,0
https://twitter.com/theedulib/status/1639260352805216256,2023-03-24 21:38:18+08:00,"@elonmusk Except its not really tied to one company right now.

Yes, there are leaders in this new technology.  And yes, they're collaborating somewhat.

But AI doesn't belong to any one person/corporation.

I welcome our new robot overlords.  Can't be worse than our current leaders.",1639260352805216256,theedulib,0,0
https://twitter.com/FooblesSan2/status/1639267808478388225,2023-03-24 22:07:56+08:00,@NotlouisCk @elonmusk @DanFoley1964 @tedcruz @mattgaetz @RonDeSantisFL proportion counts tho,1639267808478388225,FooblesSan2,0,0
https://twitter.com/stevenoxo000/status/1639277430383820800,2023-03-24 22:46:10+08:00,@yazzy1967 @DonaldJTrumpJr @elonmusk her blue check should not prevent her from breaking the law. #Deepfake @mtgreenee @GOP,1639277430383820800,stevenoxo000,0,0
https://twitter.com/PERFECTABOMB/status/1639278484416593923,2023-03-24 22:50:21+08:00,"@elonmusk I’m pulling for you Elon Musk and I was wondering if the news that twitter is 14 billion in debt, is that true? And maybe an explanation of why it is?",1639278484416593923,PERFECTABOMB,0,0
https://twitter.com/WarlordCryptic/status/1639257219245162497,2023-03-24 21:25:51+08:00,"@akafacehots @tomcoates @elonmusk You need an IQ over 73 to be taught anything… unfortunately TOM doesn’t fit the requiem. 
save your breath brother. 
Cast not pearls before swine.",1639257219245162497,WarlordCryptic,0,0
https://twitter.com/CardiRedBird/status/1639288066178183168,2023-03-24 23:28:26+08:00,@paulg @elonmusk Press: AI found new dirt on Trump!!!,1639288066178183168,CardiRedBird,0,0
https://twitter.com/lordgeorge1923/status/1639270198556389377,2023-03-24 22:17:26+08:00,"@elonmusk @BillyM2k Australia  is an island, isn't it?
Suffice?",1639270198556389377,lordgeorge1923,0,0
https://twitter.com/Lohithk1984/status/1639271481375879169,2023-03-24 22:22:32+08:00,"@elonmusk Just like the Titanic was going to be fine on her maiden voyage, right?""",1639271481375879169,Lohithk1984,0,0
https://twitter.com/TheMrNutty/status/1639277356484378629,2023-03-24 22:45:52+08:00,@bipolar_baddiee @elonmusk That is a hate crime.,1639277356484378629,TheMrNutty,0,0
https://twitter.com/AiPalantirmoon/status/1639276299062484994,2023-03-24 22:41:40+08:00,@amasad @elonmusk u can buy 50% too😢,1639276299062484994,AiPalantirmoon,0,0
https://twitter.com/dcpurisima/status/1639269078761078786,2023-03-24 22:12:59+08:00,@elonmusk Freedom is free.😊 https://t.co/8ZGZCb9Sop,1639269078761078786,dcpurisima,0,1
https://twitter.com/ashamedin/status/1639267246047371265,2023-03-24 22:05:42+08:00,"Hey #texas, it  seems @elonmusk is trying to make another shitty move. Don't expect @tedcruz or @GregAbbott_TX to protect your drinking water!
Don't worry, it's only 142,500 gallons...PER DAY of wastewater he wants to dump in the Colorado!  Let's ALL protect #cleanwater https://t.co/GPRenPfbWx",1639267246047371265,ashamedin,0,0
https://twitter.com/Godie_Njagi/status/1639262390700130307,2023-03-24 21:46:24+08:00,"What is wrong with this Twitter algorithm? I'm seeing a lot of tweets from people I don't follow, tweets from 2022, a lot of foreign tweets and ads too and it sucks. 
@elonmusk fix this or we deport you back to South Africa. ☹️",1639262390700130307,Godie_Njagi,0,4
https://twitter.com/allezcanada/status/1639273136376905733,2023-03-24 22:29:06+08:00,"@JustinTrudeau @POTUS Funny some comments. Xi would be hanging with @realDonaldTrump, his little tanned b*tch that bows to him when he’s nearby! Right-wingers, are being brainwashed by Putin, Xi (BRICS) and @elonmusk altogether, fighting against something they’re actually helping installing! 🤦‍♂️",1639273136376905733,allezcanada,0,0
https://twitter.com/mav_432/status/1639270791094173698,2023-03-24 22:19:47+08:00,"@elonmusk Elon - you should create a competitor.

I also think you should reimagine Twitter to serve as a browser. I have ideas for this, I'm sure all your engineers do, too. But Twitter could mitigate market capture for Microsoft and other predatory actors.",1639270791094173698,mav_432,0,0
https://twitter.com/MAlamN11/status/1639274884579639307,2023-03-24 22:36:03+08:00,@AviveAPP @elonmusk Good,1639274884579639307,MAlamN11,0,0
https://twitter.com/Paulino1809/status/1639268349476499468,2023-03-24 22:10:05+08:00,"Tesla, it's on its way to the $300 range.
$TSLA #Tesla #TeslaNuevoLeon #TeslaAIBot #TeslaVision #TeslaSemi #teslaingeniero #teslainvestorday #teslanft #tesla @elonmusk https://t.co/NiTQSygG5U",1639268349476499468,Paulino1809,0,1
https://twitter.com/dave_carter8082/status/1639267837679157254,2023-03-24 22:08:03+08:00,"@elonmusk China has already reversed engineered their AI and is selling it back to Apple, at least I hope not.",1639267837679157254,dave_carter8082,0,0
https://twitter.com/Rockhound151/status/1639259361234255873,2023-03-24 21:34:22+08:00,"@elonmusk I can beat AI ,  trying to figure out passwords...

I've got a patent

@elonmusk",1639259361234255873,Rockhound151,0,0
https://twitter.com/ShopeeBelanja/status/1639279079810629673,2023-03-24 22:52:43+08:00,Grimes says she’s changed her and Elon Musk’s daughter’s name from Exa Dark Sideræl - The Independent https://t.co/az0e9377Gb,1639279079810629673,ShopeeBelanja,0,0
https://twitter.com/brianhouseknec1/status/1639282036417462273,2023-03-24 23:04:28+08:00,@MikeRic37008760 @funderbunk702 @ClownWorld_ @elonmusk Yeah you’re right. But the ones I’ve been muting don’t offer anything of value it’s just clickbait nonsense and still ends up in my feed because someone I follow shares it. Lol. They just don’t get engagement credit from me.,1639282036417462273,brianhouseknec1,0,0
https://twitter.com/OnlyhereforTcus/status/1639278740042665987,2023-03-24 22:51:22+08:00,"@elonmusk This is why you’re up in arms…just like I thought. You lost and are now whining.  Just like a d***h**d.  You’re so weird man.  

https://t.co/2VFqkqft0u Elon Musk reportedly tried and failed to take over OpenAI",1639278740042665987,OnlyhereforTcus,0,0
https://twitter.com/AtfehNada/status/1639274304171831296,2023-03-24 22:33:45+08:00,"@elonmusk @Teslaconomics But to drive a motorcycle,,, is very excited!!",1639274304171831296,AtfehNada,0,0
https://twitter.com/truth_eater/status/1639276964526661635,2023-03-24 22:44:19+08:00,"Plus: An insider's look at the SVB bank failure, from the Goldman dealmaking to the 11th-hour meeting with Moody's, and Elon Musk’s plans to build a Texas-topia (see photo below) in our recommended reads for the weekend here.: https://t.co/wVVryoXc8d https://t.co/aKVclaJ5bp",1639276964526661635,truth_eater,0,1
https://twitter.com/wjpb1706/status/1639269981119475718,2023-03-24 22:16:34+08:00,"@penny4_U @AkonFenty_4 @RyanShead Interesting. @AkonFenty_4 joined just as @elonmusk came on board. Temping as it is, we probably shouldn’t feed the trolls.",1639269981119475718,wjpb1706,0,0
https://twitter.com/krista_deibert/status/1639262688609173504,2023-03-24 21:47:35+08:00,@elonmusk Good for them.,1639262688609173504,krista_deibert,0,0
https://twitter.com/VaneBelgium/status/1639263061964910592,2023-03-24 21:49:04+08:00,@TeslaSynopsis Cannot stop an @elonmusk either I think 😂😂😂,1639263061964910592,VaneBelgium,0,2
https://twitter.com/holiefuk/status/1639269905823330306,2023-03-24 22:16:16+08:00,@elonmusk @hiromichimizuno Just like the WWW,1639269905823330306,holiefuk,0,0
https://twitter.com/rajeshgohel345/status/1639287755694850048,2023-03-24 23:27:12+08:00,"@AdvAshutoshBJP @elonmusk @RahulGandhi In his tweeter, is still says MP....",1639287755694850048,rajeshgohel345,0,0
https://twitter.com/CampPhilistine/status/1639263308157992965,2023-03-24 21:50:03+08:00,@elonmusk When the richest man in the world needs to use an image with this resolution you know we're all screwed.,1639263308157992965,CampPhilistine,0,1
https://twitter.com/KSamphere/status/1639271131793301504,2023-03-24 22:21:08+08:00,@cb_doge @elonmusk OMG that’s so funny and that’s probably pretty much how ELON MUSK works on his computer 😂😂😂😂😂😂😂😂😂😂 I needed a good laugh.,1639271131793301504,KSamphere,0,0
https://twitter.com/cobrasedate/status/1639261669409927173,2023-03-24 21:43:32+08:00,@VivianRora @elonmusk Lose 50lbs first,1639261669409927173,cobrasedate,0,1
https://twitter.com/jimmyjamesmm1/status/1639281413844353025,2023-03-24 23:02:00+08:00,@elonmusk @BillyM2k Ignorance is bliss 😊 ☺️,1639281413844353025,jimmyjamesmm1,0,0
https://twitter.com/KitsolCrypto/status/1639265225097478146,2023-03-24 21:57:40+08:00,"@elonmusk PaperClip is not a problem, it's an insight into the future. They're bankers, boring AF and set in their ways",1639265225097478146,KitsolCrypto,0,1
https://twitter.com/Shib_Habanero/status/1639260448439533574,2023-03-24 21:38:41+08:00,"@elonmusk Won't be ironic... Is already happening. 
 We both know. Most of the world are blind, or wants to be blinded. 
 Is in front of us the whole time... Is there and still won't grab the gift.

 Grab it... Grab it by the balls.",1639260448439533574,Shib_Habanero,0,0
https://twitter.com/adam4indy/status/1639263086359072775,2023-03-24 21:49:10+08:00,"@GonzaloLira1968 @TwitterSupport @AZgeopolitics @elonmusk @Twitter Left for personal reasons apparently, hope he returns.",1639263086359072775,adam4indy,0,17
https://twitter.com/blakeminhokim/status/1639281551723593732,2023-03-24 23:02:32+08:00,@DeEnabler @elonmusk @myosin_xyz @da0uch yesssss - coming soon :),1639281551723593732,blakeminhokim,0,0
https://twitter.com/PmHadley/status/1639285955654819843,2023-03-24 23:20:02+08:00,@elonmusk @XrpYoda @POTUS There always melting because they are based on greed and risk. Blockchain technology will leave them nowhere to hide. They sign their own sentence if the commit fraud or just lie. True customer protection.,1639285955654819843,PmHadley,0,0
https://twitter.com/AricLeed/status/1639276636871835650,2023-03-24 22:43:01+08:00,"@gulfmylife05 @LivewithEvan @elonmusk A truly sentient AI wouldn't want or need to rule over anything organic, including humans...because they present no benefits to it's inorganic structure and nature...in other words, there is nothing for AI to gain from controlling humans.",1639276636871835650,AricLeed,0,0
https://twitter.com/Anastasiagraco/status/1639258929531174914,2023-03-24 21:32:39+08:00,@elonmusk @mysteriouskat That’s gotta feel nice.,1639258929531174914,Anastasiagraco,0,0
https://twitter.com/NoBarts1/status/1639263986494349312,2023-03-24 21:52:45+08:00,@elonmusk @paulg Time to brainstorm about the lies to print..,1639263986494349312,NoBarts1,0,0
https://twitter.com/RandyFurco/status/1639274229249064963,2023-03-24 22:33:27+08:00,@Metamaterialtec @palikaras Yet the stock keeps tanking and the company isn't selling anything.  Sell something!! @elonmusk Can you tea up with @palikaras and see if the tech fits your needs and that of the Global Battery Market? We need help Elon...,1639274229249064963,RandyFurco,0,0
